2025-08-11 02:29:29 |     INFO | structformer_training | setup_logging:107 | ✅ Logging setup complete. Logs: logs/structformer_run/training.log
2025-08-11 03:03:56 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(maximum) in 0.001892328 sec
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: d95beb850656ea19d7c995ad17c180da3de215189197bd31846b50e737f6cb58
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: d95beb850656ea19d7c995ad17c180da3de215189197bd31846b50e737f6cb58
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 72fec2e0bed90069754d1d15723cd3459dd09871f50da8ae058f6b332cc7d83c
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 3f6d211397b0efe49f761c467a28dee340d491ea4faffbaaa812710b68cd41df
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 3f6d211397b0efe49f761c467a28dee340d491ea4faffbaaa812710b68cd41df
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: db5568d3f56ba09303aae50e9314169ac763aa31bc20b3410603aba6c2281c58
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: 11f913989801fdf4f60067d87dbd31b9b710d06ced952f3d197ec24c0bf4c89f
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: adf3a3c29eb7d20696fe2ec132130cb73467dd6a1d583cffe2cea2a15821ffb7
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: ad009fcfa860f7db910bb44a61d6a63fb6e90c326ad7e904b5069bd11a475b2c
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 44c87aaf2b6b6ff36c68ada219fd67e641e109d69395ffe30583aa4bc6c918be
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 44c87aaf2b6b6ff36c68ada219fd67e641e109d69395ffe30583aa4bc6c918be
2025-08-11 03:03:56 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_maximum' with key 'jit_maximum-44c87aaf2b6b6ff36c68ada219fd67e641e109d69395ffe30583aa4bc6c918be'
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_maximum' because it took < 1.00 seconds to compile (0.02s)
2025-08-11 03:03:56 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(maximum) in 0.018782616 sec
2025-08-11 03:03:56 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming broadcast_in_dim for pjit in 0.000239372 sec
2025-08-11 03:03:56 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling broadcast_in_dim with global shapes and types [ShapedArray(float32[1,128])]. Argument mapping: (UnspecifiedValue,).
2025-08-11 03:03:56 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(broadcast_in_dim) in 0.002700806 sec
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: c9cece14477fae6474d3f4e495473e6a09cbf70ff37520191d8a84b37547aa8f
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: c9cece14477fae6474d3f4e495473e6a09cbf70ff37520191d8a84b37547aa8f
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 1cf3f5a0e6d3786213ee2a5e406df2b549cb2ee0204ad0196684275836a26c07
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 9555fe5a9fbf357cbba86d1c70e3324ed003a2411de58177211a0a0e8226db72
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 9555fe5a9fbf357cbba86d1c70e3324ed003a2411de58177211a0a0e8226db72
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: fef916d5974b6568464ea5b06b679ef333699554cbfb8c72f470077db135754b
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: 79f16ca07755fa715a46cfc5ced1aa48f7efe227a9766bfed609ad35d9934072
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: adf3a3c29eb7d20696fe2ec132130cb73467dd6a1d583cffe2cea2a15821ffb7
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 956bd62676f41518f11133e4438342b82bed7d93bbb565c140819c1b3cc428ee
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 61854626d0d58cb67dea25e15b86419505ded0ca7b8bdf3c1fb6f1bf0378b1e4
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 61854626d0d58cb67dea25e15b86419505ded0ca7b8bdf3c1fb6f1bf0378b1e4
2025-08-11 03:03:56 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_broadcast_in_dim' with key 'jit_broadcast_in_dim-61854626d0d58cb67dea25e15b86419505ded0ca7b8bdf3c1fb6f1bf0378b1e4'
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_broadcast_in_dim' because it took < 1.00 seconds to compile (0.01s)
2025-08-11 03:03:56 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(broadcast_in_dim) in 0.007511377 sec
2025-08-11 03:03:56 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming subtract for pjit in 0.000270128 sec
2025-08-11 03:03:56 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling subtract with global shapes and types [ShapedArray(float32[1,128,256]), ShapedArray(float32[1,128,1])]. Argument mapping: (UnspecifiedValue, UnspecifiedValue).
2025-08-11 03:03:56 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(subtract) in 0.001798630 sec
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 2e3863f703c505bf433df4baaa361ec820febedb8039a624e801157006840964
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 2e3863f703c505bf433df4baaa361ec820febedb8039a624e801157006840964
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 8f1afde6e4d8b9f200263e3ed8139015c1ca4339af19b65a6fa68c92ffa853a7
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 58579dda20627ea8c4270d9ae74c8bc71cad9413aad38f88b6e4ae137b289010
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 58579dda20627ea8c4270d9ae74c8bc71cad9413aad38f88b6e4ae137b289010
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: db5568d3f56ba09303aae50e9314169ac763aa31bc20b3410603aba6c2281c58
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: d63b5fe6bb5456079c9ea262aa5de25518eae847aecc4dca64b003f94cf0a7eb
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: adf3a3c29eb7d20696fe2ec132130cb73467dd6a1d583cffe2cea2a15821ffb7
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 1dcb03cf7bdc008dd33ec2c14142baea6b70b936773a7ac91c033ac464b2164c
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 7650561eaced5556987d9066173f009d55788aa0413596cb6582df60b82116e9
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 7650561eaced5556987d9066173f009d55788aa0413596cb6582df60b82116e9
2025-08-11 03:03:56 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_subtract' with key 'jit_subtract-7650561eaced5556987d9066173f009d55788aa0413596cb6582df60b82116e9'
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_subtract' because it took < 1.00 seconds to compile (0.02s)
2025-08-11 03:03:56 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(subtract) in 0.020816326 sec
2025-08-11 03:03:56 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming add for pjit in 0.000323057 sec
2025-08-11 03:03:56 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling add with global shapes and types [ShapedArray(float32[1,128,1]), ShapedArray(float32[], weak_type=True)]. Argument mapping: (UnspecifiedValue, UnspecifiedValue).
2025-08-11 03:03:56 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(add) in 0.001987219 sec
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: d5e54ebcc7e51c4cc8f247fb10b7a1f9d43bbc025472b01a17e12b2c582ecdc2
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: d5e54ebcc7e51c4cc8f247fb10b7a1f9d43bbc025472b01a17e12b2c582ecdc2
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 97e532bb814547263ed1cb7805a59e0804646a65289fd8357e322b42a19f904b
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 14bad817520af79d734101f0ed90f21ff216c23828907350d987b47f10235c0d
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 14bad817520af79d734101f0ed90f21ff216c23828907350d987b47f10235c0d
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: db5568d3f56ba09303aae50e9314169ac763aa31bc20b3410603aba6c2281c58
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: d13555210c95480fb7366e07fefb31d17135f460107aed58608de9a345167838
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: adf3a3c29eb7d20696fe2ec132130cb73467dd6a1d583cffe2cea2a15821ffb7
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: cd5436057bccca27d4b492ffeeb9b36fb90296061a787c3077edb345c5c2f832
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: ad597defc74e3c6c8ba1026617600df07d332449999c105507d9f4ceef152e12
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: ad597defc74e3c6c8ba1026617600df07d332449999c105507d9f4ceef152e12
2025-08-11 03:03:56 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_add' with key 'jit_add-ad597defc74e3c6c8ba1026617600df07d332449999c105507d9f4ceef152e12'
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_add' because it took < 1.00 seconds to compile (0.02s)
2025-08-11 03:03:56 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(add) in 0.019072056 sec
2025-08-11 03:03:56 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming rsqrt for pjit in 0.000170231 sec
2025-08-11 03:03:56 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling rsqrt with global shapes and types [ShapedArray(float32[1,128,1])]. Argument mapping: (UnspecifiedValue,).
2025-08-11 03:03:56 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(rsqrt) in 0.001741886 sec
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 98ba84ff55b13f02e62ecd3efb693338491d27a5713462e3c806abcb548cf50d
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 98ba84ff55b13f02e62ecd3efb693338491d27a5713462e3c806abcb548cf50d
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 011de442138c0a5f62fcd709612b6e6bd152f8a22b014b07c763010b60648bb4
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 35ea6dc1e91584ac9c5f6f9a9f7f8864f226518e3959d65fc9dd16d34086bc83
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 35ea6dc1e91584ac9c5f6f9a9f7f8864f226518e3959d65fc9dd16d34086bc83
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: fef916d5974b6568464ea5b06b679ef333699554cbfb8c72f470077db135754b
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: f308d2a0d1107052b07e71101cbd6d90eac90f38a73e7daa46215c1daf8b42be
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: adf3a3c29eb7d20696fe2ec132130cb73467dd6a1d583cffe2cea2a15821ffb7
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: c310bfa23b378f8ec0f75567ea356be77ff7510350e6d97a106e63ee70247bc1
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 249f103084388cba968b5f9326522dbc44c284d0cc1f4623b544be1dd661bcb4
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 249f103084388cba968b5f9326522dbc44c284d0cc1f4623b544be1dd661bcb4
2025-08-11 03:03:56 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_rsqrt' with key 'jit_rsqrt-249f103084388cba968b5f9326522dbc44c284d0cc1f4623b544be1dd661bcb4'
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_rsqrt' because it took < 1.00 seconds to compile (0.02s)
2025-08-11 03:03:56 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(rsqrt) in 0.018949509 sec
2025-08-11 03:03:56 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming multiply for pjit in 0.000257254 sec
2025-08-11 03:03:56 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling multiply with global shapes and types [ShapedArray(float32[1,128,1]), ShapedArray(float32[1,1,256])]. Argument mapping: (UnspecifiedValue, UnspecifiedValue).
2025-08-11 03:03:56 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(multiply) in 0.001871347 sec
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 03:03:56 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 7892811e9b57be666299a470ceb0a475fcba1d2c02ce42bd639777a59f6e04e6
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 7892811e9b57be666299a470ceb0a475fcba1d2c02ce42bd639777a59f6e04e6
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 78b8ca6d99e5007b2bc60fdcc72ef4717d63da585b984eb99b6b714bf52f8635
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: b1dad54747206f9b5ea49343c8c0e85e00d063db9f3b83e501abde5e752e5c2c
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: b1dad54747206f9b5ea49343c8c0e85e00d063db9f3b83e501abde5e752e5c2c
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: db5568d3f56ba09303aae50e9314169ac763aa31bc20b3410603aba6c2281c58
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: 3aa274bbd3c20628ac2fbc75495119aac4a458683aea74657016aa5b0b2ed247
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: adf3a3c29eb7d20696fe2ec132130cb73467dd6a1d583cffe2cea2a15821ffb7
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 2d5510b65abe5caaf7332b609d8aee142af4c7263c047fe208e4ee08c35e22cc
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 03:03:56 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: a0d4ce79b2e02c7883bad485f31cec6afd725221b812a75e458762e697190af6
