2025-08-11 16:29:48 |     INFO | structformer_training | setup_logging:107 | ✅ Logging setup complete. Logs: logs/dry_structformer_only/training.log
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 8cc391a85747774ec84f57b2df0f14dd0b09c7fa7f5e7239743720b322811b4b
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 8cc391a85747774ec84f57b2df0f14dd0b09c7fa7f5e7239743720b322811b4b
2025-08-11 16:36:43 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_multiply' with key 'jit_multiply-8cc391a85747774ec84f57b2df0f14dd0b09c7fa7f5e7239743720b322811b4b'
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_multiply' because it took < 1.00 seconds to compile (0.03s)
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(multiply) in 0.038144350 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming broadcast_in_dim for pjit in 0.000349760 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling broadcast_in_dim with global shapes and types [ShapedArray(float32[])]. Argument mapping: (UnspecifiedValue,).
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(broadcast_in_dim) in 0.002510548 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 83a55c17026579055f46c44347ae9405de9ebd89d16328931f4a38ed6ee41a8d
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 83a55c17026579055f46c44347ae9405de9ebd89d16328931f4a38ed6ee41a8d
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 0a003ddcee56b86b0c1e4fb2829cdbd65d39cf8a9013457d6c2d82189b1c616b
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 84b34b09c18aaf092bf7f6b8d67dd5091c1b57101899640cf9d56c927227e622
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 84b34b09c18aaf092bf7f6b8d67dd5091c1b57101899640cf9d56c927227e622
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: 7293f326154e018f43b0a5f3343e67eb41a4a021ebab00717250b19abb661d1d
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: 6a2554dc7e62c7a1908fa6b966a1742248a1e3ad0247cf2b7795ae2d36993efa
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: 6ea7a336eab061155da62801f71f23e0fe0a20c3e4a54b0bc776e2746e59ab95
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 9342d914d672f73f7bbe2f71098dff73e0452b6c3979400d47cf73faf69f42d6
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: d3ad61eb260bc968a9f99facd0ad0ae4b44ad37cd280f877e587b487f20d365c
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: d3ad61eb260bc968a9f99facd0ad0ae4b44ad37cd280f877e587b487f20d365c
2025-08-11 16:36:43 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_broadcast_in_dim' with key 'jit_broadcast_in_dim-d3ad61eb260bc968a9f99facd0ad0ae4b44ad37cd280f877e587b487f20d365c'
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_broadcast_in_dim' because it took < 1.00 seconds to compile (0.03s)
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(broadcast_in_dim) in 0.030648232 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming subtract for pjit in 0.000336409 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming multiply for pjit in 0.000328779 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming add for pjit in 0.000314951 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming _uniform for pjit in 0.003773451 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming _normal_real for pjit in 0.004894018 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming _normal for pjit in 0.005530834 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling _normal with global shapes and types [ShapedArray(key<fry>[])]. Argument mapping: (UnspecifiedValue,).
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming bitwise_xor for pjit in 0.000334263 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming add for pjit in 0.000312328 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming add for pjit in 0.000401020 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming bitwise_or for pjit in 0.000302792 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(_normal) in 0.037425756 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: acab17c2ae29fd89f5af507d034e073bb18443b9c19c7d1d63935339d613e8fc
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: acab17c2ae29fd89f5af507d034e073bb18443b9c19c7d1d63935339d613e8fc
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 1c7287a2676019b787ea7ce16e1e0dae6d62a555946547816bc476da8dd95895
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: cb566afd11eb3b13b2f667ba47b21d697a9d84d619f8e0ff4c0e631cb6d93fba
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: cb566afd11eb3b13b2f667ba47b21d697a9d84d619f8e0ff4c0e631cb6d93fba
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: 9b81636de2167cbeceff1bd4f547c16c7f39ebd4548fbf4fed6b1b00f63ce597
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: 4f81c5ca374f11464ac1404bb088e83ec4b48f01c2e4d6185e877ec750749f21
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: 6ea7a336eab061155da62801f71f23e0fe0a20c3e4a54b0bc776e2746e59ab95
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 2c10ebdeb5cf1fd7fd22ef75fcd00e90474413fcd932a975bfe2fc2cfd4fee8a
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: cccb2758d6017d5715757b925cfe8574dd80429c58da529b5115ce06287eec38
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: cccb2758d6017d5715757b925cfe8574dd80429c58da529b5115ce06287eec38
2025-08-11 16:36:43 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit__normal' with key 'jit__normal-cccb2758d6017d5715757b925cfe8574dd80429c58da529b5115ce06287eec38'
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit__normal' because it took < 1.00 seconds to compile (0.17s)
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(_normal) in 0.180123091 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming multiply for pjit in 0.000433445 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling multiply with global shapes and types [ShapedArray(float32[64,64]), ShapedArray(float32[])]. Argument mapping: (UnspecifiedValue, UnspecifiedValue).
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(multiply) in 0.002739191 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: aad4dec7cc88c0d88700d761b3402c71da3caf2874f6903cbae7e3d0ad4febe1
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: aad4dec7cc88c0d88700d761b3402c71da3caf2874f6903cbae7e3d0ad4febe1
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: e9d07eb951058ccb8acf82255d2f9651924e83eca211caa5dc0727d85a5559ce
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: ecf3aea1788b42ed2d68f01b960b2cb43c85450dacd59ab8c5b24a7ebd14c60e
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: ecf3aea1788b42ed2d68f01b960b2cb43c85450dacd59ab8c5b24a7ebd14c60e
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: 74feed591061bf7000606f7d534a05a4c69546ca0b79950ab67fb14700f5ade2
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: 3bb93125605973c83fab586f47645481bf17b369c238eecb17841d14d74c4d8d
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: 6ea7a336eab061155da62801f71f23e0fe0a20c3e4a54b0bc776e2746e59ab95
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: ab77dd86ee784c1b51423b56ddf4f9c51af12ae776839bda4d356d27ac4131b1
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 22f0bccaa3927acdbd1dfcbe8bdc319abe12360144455c0872f0d3eef30b7041
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 22f0bccaa3927acdbd1dfcbe8bdc319abe12360144455c0872f0d3eef30b7041
2025-08-11 16:36:43 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_multiply' with key 'jit_multiply-22f0bccaa3927acdbd1dfcbe8bdc319abe12360144455c0872f0d3eef30b7041'
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_multiply' because it took < 1.00 seconds to compile (0.03s)
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(multiply) in 0.034233093 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming less for pjit in 0.000573635 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling less with global shapes and types [ShapedArray(int32[1,64]), ShapedArray(int32[], weak_type=True)]. Argument mapping: (UnspecifiedValue, UnspecifiedValue).
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(less) in 0.002769947 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 9fc2946a41f6e1c1a32e4880550248db32b24f83dcd482b9be155669962e2a06
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 9fc2946a41f6e1c1a32e4880550248db32b24f83dcd482b9be155669962e2a06
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: 6e3c8a06e9625a244f9ce118662d11331b39ed377af78b12f42d3ca08de4c6d1
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 6a4fdd6ae9aca1292c8e2575e543871d92a51ad08dd30c64238e43815a68e0e0
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: 6a4fdd6ae9aca1292c8e2575e543871d92a51ad08dd30c64238e43815a68e0e0
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: 74feed591061bf7000606f7d534a05a4c69546ca0b79950ab67fb14700f5ade2
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: a47e5d36ba9c31a2b427711c5202a43f13f01baf0f3b4337cd9e8d0d92682cb4
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: 6ea7a336eab061155da62801f71f23e0fe0a20c3e4a54b0bc776e2746e59ab95
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 47fde7d3626209da0ec0e6158cc62ce7f288003b4454acd66c3df7eb30f6ea4e
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: ecf73ba3adb57e906601c60da4853d17930047d03bb163aaf8ce7c535b12803d
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: ecf73ba3adb57e906601c60da4853d17930047d03bb163aaf8ce7c535b12803d
2025-08-11 16:36:43 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_less' with key 'jit_less-ecf73ba3adb57e906601c60da4853d17930047d03bb163aaf8ce7c535b12803d'
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_less' because it took < 1.00 seconds to compile (0.03s)
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(less) in 0.032602310 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming add for pjit in 0.000503540 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling add with global shapes and types [ShapedArray(int32[1,64]), ShapedArray(int32[])]. Argument mapping: (UnspecifiedValue, UnspecifiedValue).
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(add) in 0.002571821 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 7393df738032c92869c57f65b0a040bc1c1d6bdce5a3d9729a886cd52acc0826
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 7393df738032c92869c57f65b0a040bc1c1d6bdce5a3d9729a886cd52acc0826
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: c9ee2c5820c826e043c2505bcba2e6991aff4495510ff281a95789753ecb71d8
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: cdf57cc504a1d58dbd725b5afa8012c0eebcb3456d7c714826eb36157f893943
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing XLA flags: cdf57cc504a1d58dbd725b5afa8012c0eebcb3456d7c714826eb36157f893943
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compile_options: 74feed591061bf7000606f7d534a05a4c69546ca0b79950ab67fb14700f5ade2
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compile_options: b15e8b85d4f766ecdd53adbbc55d9e25690bc9cd83b6117f53261e4b3b294322
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized accelerator_config: 6ea7a336eab061155da62801f71f23e0fe0a20c3e4a54b0bc776e2746e59ab95
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing accelerator_config: 34c4424fa94da168411830c54fde35489f7ce5841413c371de6c9c4b43b50c59
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing compression: 891decc7e40b1b3e31e0277e249a055668d348d0c14788d9fb648d7c94a61fbe
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
2025-08-11 16:36:43 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing custom_hook: 891decc7e40b1b3e31e0277e249a055668d348d0c14788d9fb648d7c94a61fbe
2025-08-11 16:36:43 |    DEBUG | jax._src.compilation_cache | get_executable_and_time:217 | get_executable_and_time: cache is disabled/not initialized
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | log_persistent_cache_miss:111 | PERSISTENT COMPILATION CACHE MISS for 'jit_add' with key 'jit_add-891decc7e40b1b3e31e0277e249a055668d348d0c14788d9fb648d7c94a61fbe'
2025-08-11 16:36:43 |    DEBUG | jax._src.compiler | _cache_write:839 | Not writing persistent cache entry for 'jit_add' because it took < 1.00 seconds to compile (0.03s)
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished XLA compilation of jit(add) in 0.033625364 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming select_n for pjit in 0.000357151 sec
2025-08-11 16:36:43 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling select_n with global shapes and types [ShapedArray(bool[1,64]), ShapedArray(int32[1,64]), ShapedArray(int32[1,64])]. Argument mapping: (UnspecifiedValue, UnspecifiedValue, UnspecifiedValue).
2025-08-11 16:36:43 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(select_n) in 0.002588749 sec
